[2019-07-30 19:33:47,764] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sor=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sor": "desc"}, "response": [{"id": 16, "name": "raden", "age": 18, "sex": "male"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 19, "name": "resitaa", "age": 25, "sex": "female"}]}
[2019-07-30 19:33:57,154] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sor=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sor": "desc"}, "response": [{"id": 16, "name": "raden", "age": 18, "sex": "male"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 19, "name": "resitaa", "age": 25, "sex": "female"}]}
[2019-07-30 19:34:44,060] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sor=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sor": "desc"}, "response": [{"id": 16, "name": "raden", "age": 18, "sex": "male"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 19, "name": "resitaa", "age": 25, "sex": "female"}]}
[2019-07-30 19:35:22,487] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sort=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sort": "desc"}, "response": [{"id": 19, "name": "resitaa", "age": 25, "sex": "female"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 16, "name": "raden", "age": 18, "sex": "male"}]}
[2019-07-30 19:35:29,511] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=sex&sort=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "sex", "sort": "desc"}, "response": [{"id": 16, "name": "raden", "age": 18, "sex": "male"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 19, "name": "resitaa", "age": 25, "sex": "female"}]}
[2019-07-30 19:35:43,264] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sort=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sort": "desc"}, "response": [{"id": 19, "name": "resitaa", "age": 25, "sex": "female"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 16, "name": "raden", "age": 18, "sex": "male"}]}
[2019-07-30 19:51:02,508] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sort=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sort": "desc"}, "response": [{"id": 19, "name": "resitaa", "age": 25, "sex": "female"}, {"id": 17, "name": "ano", "age": 23, "sex": "male"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 16, "name": "raden", "age": 18, "sex": "male"}]}
[2019-07-30 19:54:35,841] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/17?", "code": "200 OK", "method": "PUT", "request": {"age": 35, "sex": "male", "name": "anoooooo"}, "response": {"id": 17, "name": "anoooooo", "age": 35, "sex": "male"}}
[2019-07-30 19:54:39,682] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/person/list?rp=4&p=1&orderby=age&sort=desc", "code": "200 OK", "method": "GET", "request": {"rp": "4", "p": "1", "orderby": "age", "sort": "desc"}, "response": [{"id": 17, "name": "anoooooo", "age": 35, "sex": "male"}, {"id": 19, "name": "resitaa", "age": 25, "sex": "female"}, {"id": 18, "name": "agatha", "age": 23, "sex": "female"}, {"id": 16, "name": "raden", "age": 18, "sex": "male"}]}
[2019-07-30 21:03:50,862] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/2?", "code": "404 NOT FOUND", "method": "GET", "request": null, "response": {"status": "NOT_FOUND"}}
[2019-07-30 21:03:55,590] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?", "code": "200 OK", "method": "GET", "request": null, "response": []}
[2019-07-30 21:05:01,598] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client?", "code": "400 BAD REQUEST", "method": "POST", "request": {}, "response": {"message": "Failed to decode JSON object: Expecting value: line 4 column 13 (char 73)"}}
[2019-07-30 21:06:49,645] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/2?", "code": "404 NOT FOUND", "method": "GET", "request": {"status": "true"}, "response": {"status": "NOT_FOUND"}}
[2019-07-30 21:06:51,768] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/10?", "code": "404 NOT FOUND", "method": "GET", "request": {"status": "true"}, "response": {"status": "NOT_FOUND"}}
[2019-07-30 21:09:14,042] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?", "code": "200 OK", "method": "GET", "request": null, "response": [{"id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"id": 4, "client_key": "CLIENT02", "client_secret": "SECRET01", "status": true}]}
[2019-07-30 21:09:26,757] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client?", "code": "200 OK", "method": "POST", "request": {"client_key": "CLIENT03", "client_secret": "SECRET02", "status": true}, "response": {"id": 9, "client_key": "CLIENT03", "client_secret": "SECRET02", "status": true}}
[2019-07-30 21:09:30,473] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client?", "code": "200 OK", "method": "POST", "request": {"client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}, "response": {"id": 10, "client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}}
[2019-07-30 21:09:38,594] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?", "code": "200 OK", "method": "GET", "request": null, "response": [{"id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"id": 4, "client_key": "CLIENT02", "client_secret": "SECRET01", "status": true}, {"id": 9, "client_key": "CLIENT03", "client_secret": "SECRET02", "status": true}, {"id": 10, "client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}]}
[2019-07-30 21:09:40,794] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/10?", "code": "200 OK", "method": "GET", "request": {"status": "true"}, "response": {"id": 10, "client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}}
[2019-07-30 21:09:54,770] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?", "code": "200 OK", "method": "GET", "request": null, "response": [{"id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"id": 4, "client_key": "CLIENT02", "client_secret": "SECRET01", "status": true}, {"id": 9, "client_key": "CLIENT03", "client_secret": "SECRET02", "status": true}, {"id": 10, "client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}]}
[2019-07-30 21:10:31,035] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?filterbystatus=true&filterbyclientid=", "code": "400 BAD REQUEST", "method": "GET", "request": null, "response": {"message": {"filterbyclientid": "invalid client_id"}}}
[2019-07-30 21:11:21,418] {/home/alta6/ALTERRA_ACADEMY/RESTful-D1/rest_svc/blueprints/__init__.py:37} WARNING - REQUEST_LOG	{"uri": "/client/list?filterbystatus=true", "code": "200 OK", "method": "GET", "request": null, "response": [{"id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"id": 4, "client_key": "CLIENT02", "client_secret": "SECRET01", "status": true}, {"id": 9, "client_key": "CLIENT03", "client_secret": "SECRET02", "status": true}, {"id": 10, "client_key": "CLIENT04", "client_secret": "SECRET02", "status": true}]}
